"","CSN","STATE","NAME","GEO_ID","LocalTax","MedianIncome","Area_Code","St","Cnty","St_Name","Annual_Average_Establishment_Count","Annual_Average_Employment","Annual_Total_Wages","Annual_Average_Weekly_Wage","Annual_Average_Pay","Total_Wage_Location_Quotient_Relative_to_US","Employment_Location_Quotient_Relative_to_US","LAUS Code","State FIPS Code","County FIPS Code","STATE_GEO_ID","Year","Labor Force","Employed","Unemployed","Unemployment Rate","StateTax","StateMeanLocalTax","StateCombinedMeanTax","Geo Id","Ton-miles (millions)","Coefficient of variation for Ton-miles","Tons (thousands)","Tons (percent change)","Standard error for Tons (percent change)","Coefficient of variation for Tons","Value ($ million)","Value (percent change)","Standard error for Value (percent change)","Coefficient of variation for Value","2007 Tons (thousands)","2007 Coefficient of variation for Tons","2007 Value ($ million)","2007 Coefficient of variation for Value"
"394","Barrow County Georgia","Georgia","Barrow County","0500000US13013",2.945,"28729","13013","13","013","Georgia",1178,19377,779133907,773,40210,101,101,"CN1301300000000","13","013","Barrow County, GA","2019",40385,39247,1138,2.8,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"395","Bartow County Georgia","Georgia","Bartow County","0500000US13015",2.913,"27791","13015","13","015","Georgia",2192,38736,1717917481,853,44349,101,101,"CN1301500000000","13","015","Bartow County, GA","2019",50539,48885,1654,3.3,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"396","Ben Hill County Georgia","Georgia","Ben Hill County","0500000US13017",2.964,NA,"13017","13","017","Georgia",331,5546,181642505,630,32752,101,101,"CN1301700000000","13","017","Ben Hill County, GA","2019",5348,5053,295,5.5,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"397","Berrien County Georgia","Georgia","Berrien County","0500000US13019",3.019,NA,"13019","13","019","Georgia",260,3665,124924867,656,34087,101,101,"CN1301900000000","13","019","Berrien County, GA","2019",7474,7176,298,4,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"398","Bibb County Georgia","Georgia","Bibb County","0500000US13021",2.933,"24050","13021","13","021","Georgia",4253,82456,3600209427,840,43662,101,101,"CN1302100000000","13","021","Bibb County, GA","2019",67896,65249,2647,3.9,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"399","Bleckley County Georgia","Georgia","Bleckley County","0500000US13023",3.028,NA,"13023","13","023","Georgia",184,2686,83955330,601,31259,101,101,"CN1302300000000","13","023","Bleckley County, GA","2019",4531,4303,228,5,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"400","Brantley County Georgia","Georgia","Brantley County","0500000US13025",2.729,NA,"13025","13","025","Georgia",210,2399,80975553,649,33750,101,101,"CN1302500000000","13","025","Brantley County, GA","2019",7258,6964,294,4.1,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"401","Brooks County Georgia","Georgia","Brooks County","0500000US13027",2.993,NA,"13027","13","027","Georgia",277,3170,111444656,676,35162,101,101,"CN1302700000000","13","027","Brooks County, GA","2019",6901,6668,233,3.4,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"402","Bryan County Georgia","Georgia","Bryan County","0500000US13029",2.947,NA,"13029","13","029","Georgia",688,8843,323299365,703,36560,101,101,"CN1302900000000","13","029","Bryan County, GA","2019",18286,17738,548,3,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"403","Bulloch County Georgia","Georgia","Bulloch County","0500000US13031",3.071,"21337","13031","13","031","Georgia",1491,25917,912131077,677,35195,101,101,"CN1303100000000","13","031","Bulloch County, GA","2019",36540,35170,1370,3.7,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"404","Burke County Georgia","Georgia","Burke County","0500000US13033",2.831,NA,"13033","13","033","Georgia",386,12578,1006102474,1538,79990,101,101,"CN1303300000000","13","033","Burke County, GA","2019",9154,8689,465,5.1,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"405","Butts County Georgia","Georgia","Butts County","0500000US13035",2.996,NA,"13035","13","035","Georgia",408,6954,254258752,703,36562,101,101,"CN1303500000000","13","035","Butts County, GA","2019",10737,10377,360,3.4,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"406","Calhoun County Georgia","Georgia","Calhoun County","0500000US13037",3.038,NA,"13037","13","037","Georgia",109,1064,33684934,609,31649,101,101,"CN1303700000000","13","037","Calhoun County, GA","2019",2233,2152,81,3.6,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"407","Camden County Georgia","Georgia","Camden County","0500000US13039",3.149,NA,"13039","13","039","Georgia",883,14175,608077232,825,42899,101,101,"CN1303900000000","13","039","Camden County, GA","2019",20869,20113,756,3.6,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"408","Candler County Georgia","Georgia","Candler County","0500000US13043",2.913,NA,"13043","13","043","Georgia",221,3017,87934992,561,29151,101,101,"CN1304300000000","13","043","Candler County, GA","2019",5548,5383,165,3,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"409","Carroll County Georgia","Georgia","Carroll County","0500000US13045",3.089,"25377","13045","13","045","Georgia",2124,40783,1797166603,847,44066,101,101,"CN1304500000000","13","045","Carroll County, GA","2019",55210,53325,1885,3.4,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"410","Catoosa County Georgia","Georgia","Catoosa County","0500000US13047",3.065,"28487","13047","13","047","Georgia",945,15213,520276108,658,34201,101,101,"CN1304700000000","13","047","Catoosa County, GA","2019",33517,32518,999,3,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"411","Charlton County Georgia","Georgia","Charlton County","0500000US13049",2.963,NA,"13049","13","049","Georgia",161,1920,68588560,687,35719,101,101,"CN1304900000000","13","049","Charlton County, GA","2019",4785,4604,181,3.8,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"412","Chatham County Georgia","Georgia","Chatham County","0500000US13051",2.901,"28547","13051","13","051","Georgia",8008,155386,7402669043,916,47641,101,101,"CN1305100000000","13","051","Chatham County, GA","2019",139657,135052,4605,3.3,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"413","Chattahoochee County Georgia","Georgia","Chattahoochee County","0500000US13053",2.828,NA,"13053","13","053","Georgia",106,2372,111615759,905,47057,101,101,"CN1305300000000","13","053","Chattahoochee County, GA","2019",1997,1906,91,4.6,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"414","Chattooga County Georgia","Georgia","Chattooga County","0500000US13055",2.984,NA,"13055","13","055","Georgia",324,6252,213256795,656,34110,101,101,"CN1305500000000","13","055","Chattooga County, GA","2019",10307,9795,512,5,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"415","Cherokee County Georgia","Georgia","Cherokee County","0500000US13057",2.782,"35437","13057","13","057","Georgia",5705,61247,2511568604,789,41007,101,101,"CN1305700000000","13","057","Cherokee County, GA","2019",135814,132118,3696,2.7,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"416","Clarke County Georgia","Georgia","Clarke County","0500000US13059",2.963,"19472","13059","13","059","Georgia",3148,70952,3220371481,873,45388,101,101,"CN1305900000000","13","059","Clarke County, GA","2019",59096,56997,2099,3.6,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"417","Clay County Georgia","Georgia","Clay County","0500000US13061",3.022,NA,"13061","13","061","Georgia",60,503,15739075,602,31280,101,101,"CN1306100000000","13","061","Clay County, GA","2019",880,819,61,6.9,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"418","Clayton County Georgia","Georgia","Clayton County","0500000US13063",3.027,"25560","13063","13","063","Georgia",3983,121924,7052004456,1112,57839,101,101,"CN1306300000000","13","063","Clayton County, GA","2019",137796,131980,5816,4.2,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"419","Clinch County Georgia","Georgia","Clinch County","0500000US13065",2.985,NA,"13065","13","065","Georgia",173,2221,78597453,680,35386,101,101,"CN1306500000000","13","065","Clinch County, GA","2019",2654,2550,104,3.9,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"420","Cobb County Georgia","Georgia","Cobb County","0500000US13067",2.973,"39363","13067","13","067","Georgia",21759,364589,21484315317,1133,58928,101,101,"CN1306700000000","13","067","Cobb County, GA","2019",425167,412592,12575,3,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"421","Coffee County Georgia","Georgia","Coffee County","0500000US13069",2.722,NA,"13069","13","069","Georgia",911,17516,614592109,675,35087,101,101,"CN1306900000000","13","069","Coffee County, GA","2019",18869,18138,731,3.9,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"422","Colquitt County Georgia","Georgia","Colquitt County","0500000US13071",2.96,NA,"13071","13","071","Georgia",998,14686,507003592,664,34522,101,101,"CN1307100000000","13","071","Colquitt County, GA","2019",21377,20702,675,3.2,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"423","Columbia County Georgia","Georgia","Columbia County","0500000US13073",2.895,"34003","13073","13","073","Georgia",2517,34371,1336041791,748,38871,101,101,"CN1307300000000","13","073","Columbia County, GA","2019",75134,72860,2274,3,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"424","Cook County Georgia","Georgia","Cook County","0500000US13075",2.855,NA,"13075","13","075","Georgia",350,4323,138144741,614,31953,101,101,"CN1307500000000","13","075","Cook County, GA","2019",7988,7718,270,3.4,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"425","Coweta County Georgia","Georgia","Coweta County","0500000US13077",3.176,"31201","13077","13","077","Georgia",2600,39708,1644297922,796,41410,101,101,"CN1307700000000","13","077","Coweta County, GA","2019",74594,72410,2184,2.9,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"426","Crawford County Georgia","Georgia","Crawford County","0500000US13079",2.834,NA,"13079","13","079","Georgia",130,1341,43370881,622,32344,101,101,"CN1307900000000","13","079","Crawford County, GA","2019",5605,5404,201,3.6,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"427","Crisp County Georgia","Georgia","Crisp County","0500000US13081",2.944,NA,"13081","13","081","Georgia",563,8159,295251842,696,36188,101,101,"CN1308100000000","13","081","Crisp County, GA","2019",9433,9065,368,3.9,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"428","Dade County Georgia","Georgia","Dade County","0500000US13083",2.843,NA,"13083","13","083","Georgia",246,3868,141400548,703,36560,101,101,"CN1308300000000","13","083","Dade County, GA","2019",8209,7941,268,3.3,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"429","Dawson County Georgia","Georgia","Dawson County","0500000US13085",3.044,NA,"13085","13","085","Georgia",694,9275,287033783,595,30946,101,101,"CN1308500000000","13","085","Dawson County, GA","2019",12320,11971,349,2.8,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"430","Decatur County Georgia","Georgia","Decatur County","0500000US13087",2.877,NA,"13087","13","087","Georgia",641,8665,292633227,649,33773,101,101,"CN1308700000000","13","087","Decatur County, GA","2019",11540,11101,439,3.8,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"431","DeKalb County Georgia","Georgia","DeKalb County","0500000US13089",2.956,"34209","13089","13","089","Georgia",17664,301013,17245192809,1102,57291,101,101,"CN1308900000000","13","089","DeKalb County, GA","2019",399354,385700,13654,3.4,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"432","Dodge County Georgia","Georgia","Dodge County","0500000US13091",3.104,NA,"13091","13","091","Georgia",330,5067,166033657,630,32770,101,101,"CN1309100000000","13","091","Dodge County, GA","2019",7081,6700,381,5.4,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"433","Dooly County Georgia","Georgia","Dooly County","0500000US13093",2.692,NA,"13093","13","093","Georgia",192,3729,132833772,685,35624,101,101,"CN1309300000000","13","093","Dooly County, GA","2019",5071,4880,191,3.8,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"434","Dougherty County Georgia","Georgia","Dougherty County","0500000US13095",2.969,"21438","13095","13","095","Georgia",2295,47788,2018614628,812,42241,101,101,"CN1309500000000","13","095","Dougherty County, GA","2019",38327,36509,1818,4.7,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"435","Douglas County Georgia","Georgia","Douglas County","0500000US13097",2.879,"31405","13097","13","097","Georgia",2623,44414,1751976191,759,39447,101,101,"CN1309700000000","13","097","Douglas County, GA","2019",73217,70640,2577,3.5,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"436","Early County Georgia","Georgia","Early County","0500000US13099",3.041,NA,"13099","13","099","Georgia",259,4408,194228643,847,44064,101,101,"CN1309900000000","13","099","Early County, GA","2019",4372,4201,171,3.9,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"437","Echols County Georgia","Georgia","Echols County","0500000US13101",3.068,NA,"13101","13","101","Georgia",50,668,25891852,745,38741,101,101,"CN1310100000000","13","101","Echols County, GA","2019",1909,1856,53,2.8,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"438","Effingham County Georgia","Georgia","Effingham County","0500000US13103",2.919,NA,"13103","13","103","Georgia",774,10528,487715808,891,46324,101,101,"CN1310300000000","13","103","Effingham County, GA","2019",30889,30000,889,2.9,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"439","Elbert County Georgia","Georgia","Elbert County","0500000US13105",2.936,NA,"13105","13","105","Georgia",473,5721,200058293,672,34967,101,101,"CN1310500000000","13","105","Elbert County, GA","2019",7658,7352,306,4,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"440","Emanuel County Georgia","Georgia","Emanuel County","0500000US13107",2.879,NA,"13107","13","107","Georgia",420,6499,223121881,660,34330,101,101,"CN1310700000000","13","107","Emanuel County, GA","2019",8287,7847,440,5.3,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"441","Evans County Georgia","Georgia","Evans County","0500000US13109",2.836,NA,"13109","13","109","Georgia",240,4446,144860376,627,32580,101,101,"CN1310900000000","13","109","Evans County, GA","2019",4862,4698,164,3.4,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"442","Fannin County Georgia","Georgia","Fannin County","0500000US13111",3.003,NA,"13111","13","111","Georgia",621,6535,218609240,643,33451,101,101,"CN1311100000000","13","111","Fannin County, GA","2019",11512,11132,380,3.3,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"443","Fayette County Georgia","Georgia","Fayette County","0500000US13113",2.793,"38981","13113","13","113","Georgia",3564,44495,2008315413,868,45136,101,101,"CN1311300000000","13","113","Fayette County, GA","2019",57985,56256,1729,3,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"444","Floyd County Georgia","Georgia","Floyd County","0500000US13115",3.123,"23627","13115","13","115","Georgia",1977,39438,1670179523,814,42349,101,101,"CN1311500000000","13","115","Floyd County, GA","2019",44144,42455,1689,3.8,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"445","Forsyth County Georgia","Georgia","Forsyth County","0500000US13117",2.956,"45932","13117","13","117","Georgia",5881,75308,3728019845,952,49504,101,101,"CN1311700000000","13","117","Forsyth County, GA","2019",122076,118737,3339,2.7,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"446","Franklin County Georgia","Georgia","Franklin County","0500000US13119",2.76,NA,"13119","13","119","Georgia",459,7874,287672908,703,36535,101,101,"CN1311900000000","13","119","Franklin County, GA","2019",9942,9592,350,3.5,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"447","Fulton County Georgia","Georgia","Fulton County","0500000US13121",2.914,"38206","13121","13","121","Georgia",43166,875091,66614562254,1464,76123,101,101,"CN1312100000000","13","121","Fulton County, GA","2019",556954,537605,19349,3.5,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"448","Gilmer County Georgia","Georgia","Gilmer County","0500000US13123",2.938,NA,"13123","13","123","Georgia",579,6874,217291000,608,31611,101,101,"CN1312300000000","13","123","Gilmer County, GA","2019",11861,11444,417,3.5,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"449","Glascock County Georgia","Georgia","Glascock County","0500000US13125",2.91,NA,"13125","13","125","Georgia",38,417,11072070,511,26552,101,101,"CN1312500000000","13","125","Glascock County, GA","2019",1272,1225,47,3.7,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"450","Glynn County Georgia","Georgia","Glynn County","0500000US13127",2.902,"26500","13127","13","127","Georgia",2651,38752,1688084342,838,43561,101,101,"CN1312700000000","13","127","Glynn County, GA","2019",39345,38039,1306,3.3,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"451","Gordon County Georgia","Georgia","Gordon County","0500000US13129",2.873,NA,"13129","13","129","Georgia",1025,22597,925895459,788,40974,101,101,"CN1312900000000","13","129","Gordon County, GA","2019",27976,27025,951,3.4,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
"452","Grady County Georgia","Georgia","Grady County","0500000US13131",2.815,NA,"13131","13","131","Georgia",466,5991,219106151,703,36573,101,101,"CN1313100000000","13","131","Grady County, GA","2019",10449,10093,356,3.4,4,2.96,6.96,"0400000US13",6833,10.3,12147,50.3,26.9,15,26479,37.5,23.3,10.6,8080,9.7,19257,13.2
